no_of_adults;no_of_children;no_of_weekend_nights;no_of_week_nights;required_car_parking_space;room_type_reserved;lead_time;arrival_month;arrival_date;repeated_guest;no_of_previous_cancellations;no_of_previous_bookings_not_canceled;avg_price_per_room;no_of_special_requests;booking_status
2;0;2;3;0;Room_Type 1;188;8;26;0;0;0;90.95;0;Canceled
2;1;0;4;0;Room_Type 1;7;2;23;0;0;0;111;2;Not_Canceled
3;0;1;2;0;Room_Type 4;12;4;1;0;0;0;163.67;1;Not_Canceled
1;0;0;1;0;Room_Type 1;5;9;7;1;0;1;149;1;Not_Canceled
2;0;1;0;0;Room_Type 1;0;3;21;0;0;0;89;0;Not_Canceled
1;0;0;2;0;Room_Type 1;0;5;4;1;0;1;65;0;Not_Canceled
2;0;2;2;0;Room_Type 4;132;5;13;0;0;0;113.05;1;Not_Canceled
2;0;1;2;0;Room_Type 1;280;9;19;0;0;0;110;0;Canceled
2;0;1;1;0;Room_Type 1;6;7;2;0;0;0;132;0;Canceled
2;0;1;3;0;Room_Type 4;92;4;7;0;0;0;90.95;0;Not_Canceled
2;1;1;1;0;Room_Type 1;39;8;15;0;0;0;152.1;3;Not_Canceled
1;0;0;4;0;Room_Type 1;33;11;10;0;0;0;42;1;Not_Canceled
2;0;2;3;0;Room_Type 1;182;10;16;0;0;0;70.44;2;Not_Canceled
2;0;0;2;0;Room_Type 1;346;9;13;0;0;0;115;1;Canceled
2;0;2;2;0;Room_Type 1;204;10;9;0;0;0;72.75;0;Not_Canceled
2;0;0;1;0;Room_Type 1;20;10;6;0;0;0;139;1;Not_Canceled
2;0;1;1;0;Room_Type 1;96;12;5;0;0;0;79.2;2;Not_Canceled
2;0;0;0;0;Room_Type 1;1;1;8;0;0;0;0;1;Not_Canceled
3;0;2;3;0;Room_Type 4;94;7;7;0;0;0;146.7;0;Canceled
2;0;0;3;0;Room_Type 1;33;12;8;0;0;0;104;1;Not_Canceled
2;2;2;1;0;Room_Type 6;4;3;27;0;0;0;194.33;2;Not_Canceled
2;0;0;2;0;Room_Type 1;39;8;14;0;0;0;101.5;0;Not_Canceled
1;0;0;3;0;Room_Type 1;335;10;13;0;0;0;80;0;Not_Canceled
2;0;2;1;0;Room_Type 1;120;8;9;0;0;0;76.5;2;Not_Canceled
2;0;0;2;0;Room_Type 1;49;10;25;0;0;0;85.5;0;Not_Canceled
2;0;2;3;0;Room_Type 4;41;11;8;0;0;0;60;1;Not_Canceled
2;0;1;3;0;Room_Type 1;39;3;3;0;0;0;83.9;1;Not_Canceled
2;0;2;0;0;Room_Type 1;25;6;12;0;0;0;94.35;1;Not_Canceled
2;0;2;3;0;Room_Type 1;303;8;19;0;0;0;78;0;Canceled
2;0;0;1;0;Room_Type 1;5;4;19;0;0;0;89;0;Not_Canceled
3;0;2;2;0;Room_Type 4;41;7;2;0;0;0;150.3;1;Not_Canceled
2;2;0;2;0;Room_Type 6;60;7;14;0;0;0;177.3;0;Canceled
1;0;0;2;0;Room_Type 1;39;8;14;0;0;0;87;0;Not_Canceled
1;0;0;3;0;Room_Type 1;335;10;13;0;0;0;80;0;Not_Canceled
2;0;2;4;0;Room_Type 1;150;7;24;0;0;0;99.45;2;Not_Canceled
2;0;1;0;0;Room_Type 1;175;9;11;0;0;0;126.9;0;Canceled
2;0;1;3;0;Room_Type 1;111;5;9;0;0;0;102.75;1;Not_Canceled
2;0;2;4;0;Room_Type 4;209;7;2;0;0;0;72.75;1;Not_Canceled
1;0;0;2;0;Room_Type 1;1;12;6;0;0;0;72.38;1;Not_Canceled
2;0;0;2;0;Room_Type 1;93;3;4;0;0;0;60;1;Not_Canceled
3;0;3;5;1;Room_Type 1;122;8;21;0;0;0;105.9;0;Not_Canceled
2;0;0;3;0;Room_Type 4;17;10;15;0;0;0;104.11;1;Not_Canceled
1;0;0;2;0;Room_Type 1;0;12;1;0;0;0;96;1;Not_Canceled
1;0;0;1;0;Room_Type 1;8;12;9;0;0;0;79;0;Not_Canceled
2;0;2;5;0;Room_Type 5;139;4;30;0;0;0;104.21;0;Not_Canceled
1;0;1;0;0;Room_Type 1;14;10;3;0;0;0;95;0;Not_Canceled
2;0;0;1;0;Room_Type 1;15;12;3;0;0;0;111;0;Not_Canceled
2;0;0;2;0;Room_Type 1;39;8;14;0;0;0;109;0;Not_Canceled
2;1;2;5;0;Room_Type 1;135;7;13;0;0;0;114.75;2;Not_Canceled
2;0;1;3;0;Room_Type 1;196;5;12;0;0;0;76.5;0;Canceled
1;0;2;5;0;Room_Type 4;24;4;10;0;0;0;127.97;1;Canceled
2;1;2;1;0;Room_Type 1;14;4;16;0;0;0;127.67;0;Canceled
2;0;0;2;0;Room_Type 1;37;9;16;0;0;0;94.5;0;Not_Canceled
2;0;1;1;1;Room_Type 1;10;8;8;0;0;0;160;1;Not_Canceled
2;0;0;3;0;Room_Type 1;34;6;28;0;0;0;76.5;0;Not_Canceled
2;0;1;2;0;Room_Type 1;3;4;25;0;0;0;131;1;Not_Canceled
2;0;2;3;0;Room_Type 4;201;8;6;0;0;0;82.45;0;Not_Canceled
2;0;1;2;0;Room_Type 1;49;3;18;0;0;0;63.58;0;Not_Canceled
2;0;0;1;0;Room_Type 4;37;12;30;0;0;0;146;1;Not_Canceled
1;0;1;2;0;Room_Type 4;129;5;13;0;0;0;121.5;1;Not_Canceled
3;0;2;1;0;Room_Type 1;39;3;13;0;0;0;115;1;Not_Canceled
2;0;1;2;0;Room_Type 1;159;9;19;0;0;0;144;0;Canceled
2;0;0;3;0;Room_Type 1;17;6;30;0;0;0;151;1;Canceled
1;0;0;1;0;Room_Type 1;2;11;24;0;0;0;95;0;Not_Canceled
2;0;1;2;0;Room_Type 1;309;5;13;0;0;0;101;0;Canceled
1;0;2;1;0;Room_Type 1;54;3;19;0;0;0;55.8;0;Not_Canceled
2;0;2;0;0;Room_Type 4;52;7;31;0;0;0;149.4;1;Not_Canceled
2;0;2;1;0;Room_Type 1;138;8;22;0;0;0;94.5;0;Not_Canceled
1;0;1;0;0;Room_Type 1;60;4;25;1;0;1;65;0;Not_Canceled
2;0;2;3;0;Room_Type 1;170;4;8;0;0;0;78;0;Not_Canceled
2;0;0;1;0;Room_Type 1;1;9;13;0;0;0;184;1;Not_Canceled
2;0;0;3;0;Room_Type 1;62;9;1;0;0;0;109.8;1;Not_Canceled
2;0;2;1;0;Room_Type 1;13;6;12;0;0;0;102.33;0;Not_Canceled
2;0;0;2;0;Room_Type 1;80;12;9;0;0;0;75;0;Not_Canceled
1;0;1;4;0;Room_Type 4;17;3;14;0;0;0;82;0;Not_Canceled
2;0;0;1;0;Room_Type 2;38;2;13;0;0;0;69.52;0;Not_Canceled
2;0;2;2;0;Room_Type 1;19;12;3;0;0;0;89.89;1;Not_Canceled
1;0;0;1;0;Room_Type 1;0;7;23;0;0;0;101.18;0;Not_Canceled
3;0;1;4;0;Room_Type 1;73;5;9;0;0;0;150.45;0;Canceled
1;0;0;1;0;Room_Type 1;19;8;31;0;0;0;99.2;0;Canceled
2;0;1;4;0;Room_Type 1;18;10;5;0;0;0;107;2;Not_Canceled
2;2;0;1;0;Room_Type 6;4;12;3;0;0;0;190;0;Not_Canceled
1;0;1;5;0;Room_Type 4;20;11;15;0;0;0;96.9;1;Not_Canceled
2;0;2;3;0;Room_Type 4;79;4;2;0;0;0;92.65;1;Not_Canceled
1;0;0;1;0;Room_Type 1;4;1;19;0;0;0;80;0;Not_Canceled
2;0;1;2;0;Room_Type 2;27;12;4;0;0;0;74.33;1;Not_Canceled
1;0;1;1;0;Room_Type 1;159;4;9;0;0;0;65;0;Not_Canceled
2;0;0;3;0;Room_Type 1;41;3;24;0;0;0;117.6;0;Not_Canceled
2;2;0;1;0;Room_Type 6;4;12;28;0;0;0;185;0;Not_Canceled
2;0;0;4;0;Room_Type 1;20;5;11;0;0;0;95;0;Not_Canceled
1;0;1;2;0;Room_Type 1;118;6;6;0;0;0;110;0;Not_Canceled
2;0;2;2;0;Room_Type 1;209;10;9;0;0;0;75.23;1;Not_Canceled
1;0;0;2;0;Room_Type 1;41;2;9;0;0;0;57.83;1;Not_Canceled
2;0;1;2;0;Room_Type 1;185;12;16;0;0;0;79.2;0;Canceled
1;0;1;3;0;Room_Type 1;0;12;19;1;1;7;67;1;Not_Canceled
2;0;2;4;0;Room_Type 1;327;9;9;0;0;0;88;1;Not_Canceled
1;0;0;1;0;Room_Type 1;12;4;19;0;0;0;95;0;Not_Canceled
2;0;1;1;0;Room_Type 1;22;11;14;0;0;0;87;1;Not_Canceled
2;0;1;2;1;Room_Type 1;190;8;8;0;0;0;103.5;2;Canceled
2;0;1;0;0;Room_Type 1;137;8;16;0;0;0;76.5;0;Not_Canceled
2;0;0;1;0;Room_Type 1;0;6;23;0;0;0;97;1;Not_Canceled
1;0;0;4;0;Room_Type 5;13;2;3;0;0;0;86;0;Not_Canceled
2;0;1;0;1;Room_Type 7;3;1;25;0;0;0;0;1;Not_Canceled
1;0;1;2;0;Room_Type 1;82;4;11;0;0;0;76.5;0;Not_Canceled
2;0;2;2;0;Room_Type 1;44;9;18;0;0;0;85.5;0;Not_Canceled
3;0;0;3;0;Room_Type 4;82;5;17;0;0;0;159.3;1;Not_Canceled
1;0;0;2;0;Room_Type 1;14;10;15;0;0;0;100;0;Not_Canceled
2;0;0;1;0;Room_Type 1;36;5;7;0;0;0;104.49;0;Not_Canceled
2;0;1;2;0;Room_Type 1;121;6;24;0;0;0;90;0;Canceled
2;0;1;2;0;Room_Type 1;124;6;10;0;0;0;126.9;2;Not_Canceled
2;0;0;2;0;Room_Type 1;11;9;30;0;0;0;113.4;0;Not_Canceled
2;0;2;3;0;Room_Type 1;61;7;23;0;0;0;94.5;1;Not_Canceled
2;0;0;2;0;Room_Type 1;263;10;21;0;0;0;110;0;Canceled
1;0;1;0;0;Room_Type 1;3;8;2;0;0;0;0;1;Not_Canceled
2;0;4;10;0;Room_Type 1;116;4;26;0;0;0;86.21;0;Canceled
1;0;1;3;0;Room_Type 5;4;9;19;0;0;0;181.79;0;Not_Canceled
2;1;0;1;0;Room_Type 6;9;12;10;1;0;8;0;1;Not_Canceled
2;0;0;2;0;Room_Type 1;22;11;6;0;0;0;75;0;Not_Canceled
2;0;0;1;0;Room_Type 4;11;4;7;0;0;0;92.8;0;Not_Canceled
2;0;1;5;0;Room_Type 4;272;12;27;0;0;0;110.78;0;Not_Canceled
2;0;0;1;0;Room_Type 1;13;4;28;0;0;0;169;0;Canceled
1;0;1;1;0;Room_Type 1;38;7;2;0;0;0;107.1;0;Canceled
2;0;2;1;0;Room_Type 1;61;11;19;0;0;0;68;0;Canceled
2;1;0;2;0;Room_Type 4;311;11;10;0;0;0;9;2;Not_Canceled
2;0;2;3;0;Room_Type 1;31;11;27;0;0;0;66.71;1;Not_Canceled
2;0;0;3;0;Room_Type 1;433;9;8;0;0;0;70;0;Canceled
2;0;1;2;0;Room_Type 1;168;4;22;0;0;0;85;0;Canceled
2;0;1;3;0;Room_Type 1;46;3;10;0;0;0;67.15;1;Not_Canceled
1;0;0;2;0;Room_Type 1;1;9;9;0;0;0;90;0;Not_Canceled
2;0;2;1;0;Room_Type 1;33;11;20;0;0;0;63;0;Not_Canceled
1;0;2;3;0;Room_Type 1;65;9;25;0;0;0;130.9;2;Not_Canceled
3;0;2;3;0;Room_Type 4;6;1;30;0;0;0;130;2;Not_Canceled
2;0;2;5;0;Room_Type 1;94;4;7;0;0;0;75.89;1;Canceled
2;0;0;3;0;Room_Type 1;219;8;17;0;0;0;72.25;0;Not_Canceled
2;0;1;2;0;Room_Type 1;168;4;22;0;0;0;85;0;Canceled
2;0;1;0;0;Room_Type 1;46;10;30;0;0;0;99;0;Canceled
2;0;0;1;0;Room_Type 1;7;10;25;0;0;0;120;1;Not_Canceled
2;0;1;2;0;Room_Type 1;9;12;5;0;0;0;88;1;Not_Canceled
2;0;2;2;0;Room_Type 1;117;11;6;0;0;0;71.4;0;Not_Canceled
1;2;0;3;0;Room_Type 1;201;8;25;0;0;0;121.5;1;Canceled
2;0;0;2;0;Room_Type 1;62;3;11;0;0;0;67.5;0;Not_Canceled
3;0;2;0;0;Room_Type 4;14;5;8;0;0;0;147;2;Not_Canceled
2;0;2;1;0;Room_Type 1;45;4;23;0;0;0;95;1;Not_Canceled
2;0;1;2;0;Room_Type 1;309;5;13;0;0;0;101;0;Canceled
2;0;0;2;0;Room_Type 1;86;12;15;0;0;0;75;0;Not_Canceled
2;0;1;3;0;Room_Type 1;75;12;5;0;0;0;75;0;Not_Canceled
2;0;0;3;0;Room_Type 1;127;6;29;0;0;0;85.5;1;Not_Canceled
2;0;0;3;0;Room_Type 1;170;6;28;0;0;0;96.3;1;Not_Canceled
2;0;2;0;0;Room_Type 1;153;9;4;0;0;0;116.1;0;Canceled
1;0;1;2;0;Room_Type 1;118;6;6;0;0;0;110;0;Not_Canceled
2;0;1;0;0;Room_Type 1;3;8;7;0;0;0;128;2;Not_Canceled
2;0;0;2;0;Room_Type 2;178;8;31;0;0;0;103.69;0;Canceled
2;0;0;3;0;Room_Type 1;35;1;5;0;0;0;60;0;Not_Canceled
2;0;1;1;0;Room_Type 1;268;10;1;0;0;0;95.4;0;Canceled
2;0;0;2;0;Room_Type 1;346;9;13;0;0;0;115;1;Canceled
2;0;1;4;0;Room_Type 1;109;4;25;0;0;0;80.75;2;Not_Canceled
2;0;0;2;0;Room_Type 4;54;9;2;0;0;0;123.3;1;Canceled
2;0;0;3;0;Room_Type 4;21;2;11;0;0;0;64.22;1;Not_Canceled
2;0;2;1;0;Room_Type 1;271;12;3;0;0;0;78.3;0;Not_Canceled
1;0;0;1;0;Room_Type 1;47;4;12;0;0;0;99.9;0;Canceled
2;0;2;1;0;Room_Type 1;103;7;18;0;0;0;94.5;0;Canceled
1;0;0;2;0;Room_Type 1;257;7;1;0;0;0;80;0;Not_Canceled
2;0;0;3;1;Room_Type 1;235;8;31;0;0;0;94.5;1;Canceled
1;0;0;1;0;Room_Type 1;6;7;12;0;0;0;79;0;Not_Canceled
2;0;2;2;0;Room_Type 1;28;5;1;0;0;0;133.95;1;Not_Canceled
1;0;1;1;0;Room_Type 1;93;6;20;0;0;0;126.9;1;Not_Canceled
1;0;0;3;0;Room_Type 1;166;11;1;0;0;0;110;0;Canceled
2;0;0;1;0;Room_Type 2;37;12;24;0;0;0;69.53;1;Not_Canceled
2;0;1;2;0;Room_Type 1;90;4;8;0;0;0;76.5;1;Not_Canceled
2;0;1;4;0;Room_Type 1;44;11;14;0;0;0;88.4;2;Not_Canceled
1;0;2;2;0;Room_Type 1;45;9;18;0;0;0;85.5;0;Not_Canceled
2;0;0;2;0;Room_Type 1;24;12;4;0;0;0;55;0;Not_Canceled
2;0;0;2;0;Room_Type 4;79;10;12;0;0;0;119.07;0;Canceled
2;0;0;3;0;Room_Type 4;60;9;1;0;0;0;123.3;2;Not_Canceled
2;0;2;3;0;Room_Type 1;36;4;23;0;0;0;105.48;1;Not_Canceled
2;0;3;6;0;Room_Type 4;119;7;18;0;0;0;119.28;1;Not_Canceled
0;2;2;2;0;Room_Type 2;65;2;27;0;0;0;65.66;0;Canceled
2;0;1;2;0;Room_Type 1;59;8;5;0;0;0;104.64;1;Not_Canceled
2;0;0;1;0;Room_Type 1;7;3;22;0;0;0;101;0;Canceled
1;0;1;3;0;Room_Type 5;68;11;7;0;0;0;220;2;Not_Canceled
2;0;2;6;0;Room_Type 1;69;9;1;0;0;0;123.98;0;Canceled
2;1;0;4;0;Room_Type 1;49;12;30;0;0;0;85;0;Not_Canceled
2;0;0;1;0;Room_Type 1;18;1;16;0;0;0;89;1;Not_Canceled
2;0;2;2;0;Room_Type 1;108;3;13;0;0;0;59.37;0;Not_Canceled
2;0;1;4;0;Room_Type 1;19;2;15;0;0;0;46.4;0;Not_Canceled
1;2;0;1;0;Room_Type 1;143;7;13;0;0;0;106.03;0;Not_Canceled
1;0;1;0;0;Room_Type 1;5;11;28;0;0;0;77;0;Not_Canceled
2;0;0;5;0;Room_Type 4;190;8;9;0;0;0;84.25;0;Not_Canceled
2;0;1;1;0;Room_Type 4;16;7;30;0;0;0;166;1;Not_Canceled
2;0;1;2;0;Room_Type 1;19;2;12;0;0;0;138;1;Canceled
1;0;0;3;0;Room_Type 1;113;5;31;0;0;0;100;0;Canceled
2;0;1;3;1;Room_Type 1;41;6;20;0;0;0;110.7;1;Not_Canceled
2;0;2;1;0;Room_Type 1;4;9;25;0;0;0;180;1;Not_Canceled
2;0;0;1;1;Room_Type 2;238;6;18;0;0;0;114.48;2;Canceled
2;0;1;1;0;Room_Type 1;175;7;23;0;0;0;85.5;1;Not_Canceled
2;0;0;3;0;Room_Type 4;6;9;13;0;0;0;184;2;Not_Canceled
2;0;0;3;0;Room_Type 2;184;10;4;0;0;0;101.05;0;Canceled
1;0;0;2;0;Room_Type 1;5;1;14;1;11;4;73.9;1;Not_Canceled
2;0;1;2;0;Room_Type 4;26;5;20;0;0;0;158.33;0;Canceled
1;0;1;0;0;Room_Type 1;11;4;17;0;0;0;95;0;Not_Canceled
2;0;2;3;0;Room_Type 1;29;12;1;0;0;0;104;1;Not_Canceled
2;0;1;2;0;Room_Type 1;267;9;30;0;0;0;95;0;Canceled
2;0;0;4;0;Room_Type 1;57;4;26;0;0;0;85.5;1;Not_Canceled
2;0;0;1;0;Room_Type 1;24;5;14;0;0;0;95;1;Not_Canceled
2;0;2;1;0;Room_Type 1;79;9;4;0;0;0;76.5;0;Not_Canceled
3;0;0;1;0;Room_Type 7;82;7;2;0;0;0;185.03;2;Not_Canceled
1;0;0;1;0;Room_Type 1;48;3;17;0;0;0;76.5;1;Canceled
2;1;0;1;0;Room_Type 1;184;8;17;0;0;0;164.25;1;Canceled
2;0;2;3;0;Room_Type 4;144;5;22;0;0;0;112.03;1;Not_Canceled
2;0;2;5;0;Room_Type 1;144;7;23;0;0;0;99.45;1;Canceled
2;0;0;2;0;Room_Type 4;78;3;22;0;0;0;69.7;0;Not_Canceled
2;0;0;2;0;Room_Type 1;117;5;3;0;0;0;94.5;1;Not_Canceled
2;0;0;1;0;Room_Type 1;38;1;23;0;0;0;80.3;1;Not_Canceled
3;0;2;3;0;Room_Type 1;61;11;12;0;0;0;92.65;2;Not_Canceled
2;0;0;1;0;Room_Type 1;101;6;8;0;0;0;97.71;0;Canceled
1;0;0;2;0;Room_Type 1;2;12;14;1;0;2;67;1;Not_Canceled
2;0;1;3;0;Room_Type 2;47;10;19;0;0;0;72.36;1;Not_Canceled
2;0;1;3;1;Room_Type 1;145;11;7;0;0;0;174.15;2;Not_Canceled
1;0;0;2;0;Room_Type 1;45;2;19;0;0;0;72.9;0;Canceled
2;0;0;2;0;Room_Type 4;32;10;20;0;0;0;75;0;Not_Canceled
1;0;1;0;0;Room_Type 1;5;10;3;1;0;9;65;1;Not_Canceled
2;0;2;5;0;Room_Type 1;196;8;1;0;0;0;72.25;0;Not_Canceled
2;1;2;3;0;Room_Type 1;179;10;28;0;0;0;107.1;2;Canceled
2;0;4;6;0;Room_Type 1;207;8;13;0;0;0;81.6;0;Canceled
2;0;1;3;0;Room_Type 1;51;3;21;0;0;0;125.8;1;Canceled
2;0;1;2;0;Room_Type 4;138;7;4;0;0;0;91.48;1;Not_Canceled
1;0;0;2;0;Room_Type 1;86;9;24;0;0;0;87.5;0;Not_Canceled
2;1;1;3;0;Room_Type 1;21;7;25;0;0;0;178;1;Canceled
2;0;1;1;0;Room_Type 1;124;7;25;0;0;0;76.5;2;Canceled
3;0;1;2;1;Room_Type 4;141;9;5;0;0;0;168.3;2;Not_Canceled
1;0;0;3;0;Room_Type 1;15;2;18;0;0;0;86;0;Not_Canceled
2;0;1;3;0;Room_Type 1;116;5;12;0;0;0;109.65;1;Not_Canceled
2;0;0;2;0;Room_Type 1;29;12;2;0;0;0;85;0;Not_Canceled
2;0;1;0;0;Room_Type 1;58;9;5;0;0;0;99;3;Not_Canceled
2;0;2;4;0;Room_Type 1;327;9;9;0;0;0;88;0;Not_Canceled
2;0;0;4;0;Room_Type 1;39;12;28;0;0;0;115.6;1;Not_Canceled
2;0;1;0;0;Room_Type 1;88;6;26;0;0;0;96.3;0;Canceled
2;0;0;1;1;Room_Type 1;82;9;5;0;0;0;98.25;2;Not_Canceled
2;1;1;3;0;Room_Type 1;20;12;22;0;0;0;88.4;0;Not_Canceled
2;0;0;4;0;Room_Type 1;15;11;1;0;0;0;85;1;Not_Canceled
1;0;0;2;0;Room_Type 1;188;6;15;0;0;0;130;0;Canceled
2;0;0;4;0;Room_Type 1;247;10;25;0;0;0;90.95;0;Canceled
1;0;0;2;0;Room_Type 1;58;1;27;0;0;0;81;0;Not_Canceled
2;0;0;2;0;Room_Type 1;137;8;26;0;0;0;96.3;0;Not_Canceled
2;0;2;4;0;Room_Type 4;79;4;3;0;0;0;95.2;0;Canceled
1;0;1;0;0;Room_Type 1;25;9;12;0;0;0;108;0;Canceled
2;0;0;3;0;Room_Type 1;40;10;25;0;0;0;85;0;Not_Canceled
2;0;2;1;0;Room_Type 1;67;12;5;0;0;0;95.4;2;Not_Canceled
1;0;1;1;0;Room_Type 1;10;7;4;0;0;0;137.7;0;Not_Canceled
2;0;0;2;0;Room_Type 1;22;6;15;0;0;0;141;0;Canceled
1;0;0;3;0;Room_Type 1;7;5;5;0;0;0;112;0;Not_Canceled
1;0;1;5;0;Room_Type 1;349;10;4;0;0;0;80;0;Canceled
1;0;0;1;0;Room_Type 1;2;4;21;1;0;20;67;1;Not_Canceled
2;0;0;2;0;Room_Type 1;68;9;29;0;0;0;65;0;Not_Canceled
1;0;0;2;0;Room_Type 1;19;6;22;0;0;0;90;0;Not_Canceled
2;0;0;4;0;Room_Type 1;177;8;19;0;0;0;76.5;2;Not_Canceled
2;0;0;2;0;Room_Type 1;265;6;24;0;0;0;115;1;Canceled
1;0;1;1;0;Room_Type 1;45;11;19;0;0;0;86.4;0;Canceled
2;0;2;2;0;Room_Type 1;47;12;17;0;0;0;93.6;2;Not_Canceled
2;0;1;2;0;Room_Type 1;17;11;14;0;0;0;67.76;1;Not_Canceled
2;1;2;6;0;Room_Type 1;148;7;1;0;0;0;113.69;3;Not_Canceled
1;0;1;0;0;Room_Type 1;13;12;5;0;0;0;96;0;Not_Canceled
2;0;0;2;0;Room_Type 4;6;8;5;0;0;0;166;1;Not_Canceled
2;0;2;2;0;Room_Type 1;37;10;29;0;0;0;75;0;Not_Canceled
1;0;0;1;0;Room_Type 1;1;11;14;0;0;0;79;0;Not_Canceled
2;0;0;1;0;Room_Type 1;56;6;8;0;0;0;120;0;Not_Canceled
3;0;1;2;0;Room_Type 4;48;5;6;0;0;0;159.3;0;Canceled
2;0;1;2;0;Room_Type 1;161;3;25;0;0;0;130;0;Canceled
1;0;0;1;0;Room_Type 1;46;11;23;0;0;0;86.4;2;Not_Canceled
2;0;0;1;0;Room_Type 1;17;12;9;0;0;0;111;0;Not_Canceled
1;0;0;1;0;Room_Type 1;12;10;20;0;0;0;130;0;Not_Canceled
2;2;2;2;0;Room_Type 6;111;12;25;0;0;0;196.35;1;Canceled
2;0;2;1;0;Room_Type 1;89;5;29;0;0;0;116.1;0;Canceled
2;0;2;5;0;Room_Type 1;8;8;21;0;0;0;85.57;0;Not_Canceled
2;2;1;2;0;Room_Type 6;11;8;21;0;0;0;153;1;Not_Canceled
2;0;0;4;0;Room_Type 4;28;3;9;0;0;0;100.7;2;Not_Canceled
2;2;0;2;0;Room_Type 6;28;9;13;0;0;0;231;1;Not_Canceled
2;0;0;3;0;Room_Type 4;63;4;19;0;0;0;118.8;1;Not_Canceled
2;0;1;0;0;Room_Type 1;0;12;12;1;0;1;77;2;Not_Canceled
2;0;1;1;0;Room_Type 1;61;4;30;0;0;0;89.75;1;Not_Canceled
3;0;2;5;0;Room_Type 4;122;7;28;0;0;0;140.27;0;Not_Canceled
2;0;1;3;0;Room_Type 1;290;12;1;0;0;0;73.95;0;Canceled
2;0;2;3;0;Room_Type 1;118;7;15;0;0;0;99.45;0;Canceled
2;0;0;2;0;Room_Type 1;26;12;16;0;0;0;104;0;Canceled
1;0;0;4;0;Room_Type 1;13;4;19;0;0;0;95;0;Not_Canceled
2;0;2;1;0;Room_Type 1;109;4;30;0;0;0;77.03;1;Not_Canceled
2;0;1;3;0;Room_Type 1;145;6;30;0;0;0;90.95;1;Not_Canceled
2;0;2;3;0;Room_Type 4;141;6;10;0;0;0;116.62;0;Canceled
1;0;2;2;0;Room_Type 1;34;2;6;0;0;0;67.5;1;Canceled
2;0;2;1;0;Room_Type 1;138;8;22;0;0;0;94.5;0;Canceled
1;0;0;2;0;Room_Type 1;273;7;17;0;0;0;87;0;Not_Canceled
2;0;2;1;0;Room_Type 1;10;6;19;0;0;0;129;1;Not_Canceled
2;0;1;2;0;Room_Type 1;135;9;14;0;0;0;90;0;Not_Canceled
2;1;0;2;0;Room_Type 1;51;8;18;0;0;0;152.1;0;Canceled
2;0;1;2;0;Room_Type 1;65;8;12;0;0;0;85;1;Not_Canceled
2;0;1;4;0;Room_Type 1;154;9;12;0;0;0;80.75;0;Not_Canceled
2;0;0;2;0;Room_Type 1;32;11;20;0;0;0;85;0;Not_Canceled
2;0;0;2;0;Room_Type 1;58;11;11;0;0;0;88;0;Canceled
2;0;2;0;0;Room_Type 1;386;10;23;0;0;0;115;1;Canceled
1;0;2;2;0;Room_Type 1;163;6;5;0;0;0;100;0;Canceled
2;0;1;5;0;Room_Type 1;106;9;20;0;0;0;135.9;2;Canceled
2;0;1;4;0;Room_Type 1;275;10;5;0;0;0;90;0;Canceled
1;0;1;0;0;Room_Type 1;25;9;12;0;0;0;108;0;Canceled
2;0;0;1;0;Room_Type 1;16;2;20;0;0;0;79;1;Not_Canceled
1;0;0;3;0;Room_Type 1;68;5;10;0;0;0;121.5;0;Canceled
2;0;2;5;0;Room_Type 1;28;9;11;0;0;0;113.79;1;Canceled
1;0;2;0;0;Room_Type 4;2;10;30;0;0;0;99;0;Not_Canceled
3;0;1;2;0;Room_Type 4;35;6;27;0;0;0;129.87;0;Canceled
1;0;2;1;0;Room_Type 1;122;3;27;0;0;0;86;0;Not_Canceled
1;0;1;2;0;Room_Type 1;8;6;13;0;0;0;108.33;1;Not_Canceled
2;0;2;5;0;Room_Type 4;171;7;20;0;0;0;106.13;1;Canceled
2;0;0;2;0;Room_Type 1;102;10;16;0;0;0;109;0;Not_Canceled
2;0;1;2;0;Room_Type 1;273;9;30;0;0;0;106.2;0;Canceled
1;0;0;1;0;Room_Type 4;35;11;16;0;0;0;114;2;Not_Canceled
2;0;2;1;0;Room_Type 1;179;7;2;0;0;0;96.3;2;Not_Canceled
2;0;0;1;0;Room_Type 1;21;4;13;0;0;0;119;0;Not_Canceled
2;0;1;1;0;Room_Type 1;40;3;26;0;0;0;62.8;0;Not_Canceled
2;0;1;4;0;Room_Type 1;19;3;14;0;0;0;91;1;Not_Canceled
2;0;0;4;0;Room_Type 1;204;8;12;0;0;0;76.5;3;Not_Canceled
2;0;1;2;0;Room_Type 1;10;3;14;0;0;0;80;0;Not_Canceled
2;0;0;1;0;Room_Type 1;0;9;22;0;0;0;0;0;Not_Canceled
2;0;1;2;0;Room_Type 1;35;5;9;0;0;0;126.9;0;Canceled
2;0;0;1;0;Room_Type 1;55;4;6;0;0;0;104;0;Not_Canceled
2;0;1;2;0;Room_Type 1;207;12;30;0;0;0;161.67;0;Not_Canceled
2;0;1;2;0;Room_Type 4;19;2;8;0;0;0;48.67;0;Not_Canceled
2;0;0;3;0;Room_Type 1;44;2;17;0;0;0;75;0;Not_Canceled
2;0;1;3;0;Room_Type 4;23;6;2;0;0;0;140.9;0;Canceled
2;0;2;5;0;Room_Type 1;116;3;5;0;0;0;57;0;Not_Canceled
